id,area,bbox_y,bbox_x,bbox_h,bbox_w,predicted_iou,stability_score,source
1,325,0.0,495.0,27.0,16.0,0.96875,0.9908257126808168,ST
2,10672,0.0,379.0,96.0,132.0,0.98828125,0.9880741834640504,ST
3,2396,83.0,447.0,44.0,64.0,0.94921875,0.9686598181724548,ST
4,425,225.0,0.0,39.0,14.0,0.890625,0.960739016532898,ST
5,1768,0.0,0.0,82.0,28.0,0.86328125,0.9533592462539672,ST
6,212,337.0,98.0,14.0,17.0,0.79296875,0.9447004795074464,ST
7,110,319.0,132.0,12.0,9.0,0.796875,0.9375,ST
8,2422,106.0,10.0,61.0,51.0,0.89453125,0.9269461035728456,ST
9,137093,128.0,0.0,383.0,511.0,0.99609375,0.9251528382301332,ST
10,1113,215.0,208.0,48.0,33.0,0.79296875,0.921739101409912,ST
12,587995,0.0,2786.0,730.0,953.0,0.9921875,0.9842719435691832,HE
13,2716,2359.0,987.0,53.0,69.0,0.9453125,0.9770408272743224,HE
14,2650,0.0,1312.0,98.0,50.0,0.9296875,0.9758184552192688,HE
15,2675,1583.0,1789.0,50.0,88.0,0.921875,0.9745481610298156,HE
17,5676,2319.0,129.0,91.0,132.0,0.890625,0.9709968566894532,HE
18,2626,1310.0,0.0,50.0,82.0,0.93359375,0.9699699878692628,HE
19,62685,578.0,1604.0,454.0,289.0,0.96875,0.9649295806884766,HE
20,49999,0.0,903.0,195.0,353.0,0.9296875,0.962513029575348,HE
21,9542,1312.0,1867.0,114.0,125.0,0.94140625,0.9612658023834229,HE
22,11389,1766.0,727.0,111.0,161.0,0.875,0.9586355686187744,HE
23,12074,1318.0,0.0,192.0,211.0,0.9296875,0.956691026687622,HE
24,33748,0.0,445.0,162.0,235.0,0.92578125,0.9560981392860411,HE
25,17850,985.0,709.0,154.0,207.0,0.921875,0.9525293707847596,HE
26,3740,2673.0,189.0,82.0,84.0,0.92578125,0.95127671957016,HE
27,10319,2693.0,0.0,114.0,198.0,0.9140625,0.9480041265487672,HE
28,18447,512.0,928.0,177.0,181.0,0.92578125,0.9473211765289308,HE
29,13227,231.0,1005.0,138.0,140.0,0.9140625,0.9472328424453736,HE
30,154363,1357.0,288.0,516.0,671.0,0.94921875,0.9468676447868348,HE
31,6247,939.0,1144.0,162.0,137.0,0.87890625,0.94291490316391,HE
32,7580,2040.0,597.0,102.0,173.0,0.87890625,0.94224613904953,HE
33,18270,1584.0,833.0,175.0,161.0,0.91796875,0.9417061805725098,HE
34,51590,1324.0,384.0,320.0,277.0,0.93359375,0.9412603974342346,HE
35,6029740,0.0,0.0,2885.0,3739.0,0.99609375,0.9376120567321776,HE
36,7119544,1065.0,13.0,2674.0,3716.0,0.99609375,0.9362384676933287,HE
37,3653,1975.0,1461.0,169.0,115.0,0.89453125,0.9327508807182312,HE
38,10724,1453.0,1723.0,89.0,193.0,0.88671875,0.923414945602417,HE
