id,area,bbox_y,bbox_x,bbox_h,bbox_w,predicted_iou,stability_score,source
1,317,142.0,347.0,19.0,19.0,0.92578125,0.9719626307487488,ST
2,132,353.0,124.0,12.0,12.0,0.859375,0.969924807548523,ST
3,176,176.0,130.0,15.0,15.0,0.90234375,0.966292142868042,ST
4,296,114.0,111.0,21.0,17.0,0.93359375,0.9603960514068604,ST
5,318,91.0,102.0,14.0,27.0,0.89453125,0.959876537322998,ST
6,123,500.0,28.0,11.0,11.0,0.875,0.9596773982048036,ST
7,119,157.0,213.0,10.0,13.0,0.890625,0.9586777091026306,ST
8,220,182.0,420.0,17.0,16.0,0.91796875,0.9553571343421936,ST
9,221,453.0,0.0,17.0,14.0,0.88671875,0.95175439119339,ST
10,231,75.0,154.0,15.0,17.0,0.8828125,0.9491525292396544,ST
11,307,6.0,495.0,28.0,16.0,0.87890625,0.9467084407806396,ST
12,178,355.0,0.0,15.0,13.0,0.90625,0.9450549483299256,ST
13,1675,0.0,0.0,30.0,74.0,0.94140625,0.940116286277771,ST
14,255,356.0,78.0,16.0,20.0,0.8828125,0.939849615097046,ST
15,431,136.0,206.0,18.0,34.0,0.87109375,0.9393258690834044,ST
16,283,196.0,383.0,18.0,21.0,0.82421875,0.9377162456512452,ST
17,754,273.0,244.0,27.0,37.0,0.89453125,0.9373401403427124,ST
18,139,217.0,84.0,12.0,13.0,0.890625,0.937062919139862,ST
19,1657,484.0,0.0,27.0,90.0,0.890625,0.9369158744812012,ST
20,315,138.0,206.0,16.0,24.0,0.83203125,0.9359756112098694,ST
21,286,123.0,248.0,16.0,23.0,0.86328125,0.9358108043670654,ST
22,317,143.0,382.0,21.0,19.0,0.875,0.9355828166007996,ST
23,2215,482.0,104.0,29.0,127.0,0.875,0.9342620968818665,ST
24,13052,287.0,0.0,181.0,122.0,0.953125,0.933767020702362,ST
25,4830,149.0,0.0,178.0,120.0,0.92578125,0.9335069060325624,ST
26,2005,458.0,163.0,39.0,76.0,0.90234375,0.9320809245109558,ST
27,170,153.0,125.0,14.0,14.0,0.890625,0.931818187236786,ST
28,382,378.0,268.0,19.0,28.0,0.8125,0.9291139245033264,ST
29,191,21.0,241.0,13.0,17.0,0.8828125,0.9289340376853944,ST
30,135,118.0,453.0,14.0,11.0,0.87890625,0.9285714030265808,ST
31,443,317.0,76.0,26.0,20.0,0.859375,0.9277899265289308,ST
32,140,328.0,180.0,15.0,12.0,0.83984375,0.9251700639724731,ST
33,25925,0.0,362.0,253.0,149.0,0.97265625,0.9250528216362,ST
34,127,323.0,126.0,13.0,15.0,0.83203125,0.9248120188713074,ST
35,110,135.0,281.0,10.0,13.0,0.875,0.9230769276618958,ST
36,522,94.0,48.0,28.0,27.0,0.84765625,0.9226519465446472,ST
37,111,195.0,115.0,13.0,10.0,0.8046875,0.9224137663841248,ST
38,1144,495.0,0.0,16.0,89.0,0.8828125,0.921848714351654,ST
39,5845,0.0,0.0,92.0,150.0,0.91015625,0.920026421546936,ST
40,5380,1796.0,1414.0,76.0,106.0,0.97265625,0.9817376732826232,HE
41,5723,1766.0,1536.0,103.0,79.0,0.9609375,0.97841477394104,HE
43,2992,1683.0,1438.0,65.0,63.0,0.9609375,0.9752393364906312,HE
44,1508,1066.0,1649.0,38.0,50.0,0.94140625,0.974493145942688,HE
45,9038,708.0,688.0,117.0,112.0,0.953125,0.9727898836135864,HE
46,7034,1511.0,1061.0,65.0,156.0,0.95703125,0.9708479046821594,HE
47,1106,1429.0,1666.0,31.0,45.0,0.94921875,0.970535695552826,HE
48,84750,0.0,0.0,374.0,521.0,0.9609375,0.9703072905540466,HE
49,1783,1655.0,1529.0,57.0,42.0,0.93359375,0.970198690891266,HE
50,8618,567.0,734.0,105.0,116.0,0.94921875,0.9697108268737792,HE
51,3940,1729.0,1767.0,83.0,74.0,0.9453125,0.9693343043327332,HE
52,2666,524.0,1141.0,53.0,64.0,0.93359375,0.9689807891845704,HE
53,1087,35.0,1182.0,45.0,33.0,0.93359375,0.9682106971740724,HE
54,695,725.0,1506.0,41.0,27.0,0.91015625,0.9676056504249572,HE
55,4280,834.0,1829.0,127.0,45.0,0.890625,0.9664058685302734,HE
56,1820,1431.0,1812.0,47.0,54.0,0.9296875,0.9660010933876038,HE
57,5794,1618.0,1818.0,139.0,56.0,0.90625,0.965126097202301,HE
58,1042,1425.0,826.0,41.0,31.0,0.94140625,0.963137984275818,HE
59,44558,615.0,0.0,608.0,467.0,0.97265625,0.960807204246521,HE
61,1895,0.0,755.0,45.0,61.0,0.890625,0.959627330303192,HE
62,1288,1656.0,1728.0,56.0,35.0,0.9140625,0.9590598940849304,HE
63,6921,1572.0,1763.0,149.0,80.0,0.9453125,0.958875060081482,HE
64,1332,892.0,949.0,42.0,42.0,0.91015625,0.9587932229042052,HE
65,370500,0.0,1351.0,994.0,523.0,0.98046875,0.9582449793815612,HE
66,3727,1720.0,374.0,66.0,90.0,0.91796875,0.9564418792724608,HE
67,14403,1527.0,1269.0,102.0,222.0,0.9453125,0.9560260772705078,HE
68,10263,1756.0,1274.0,116.0,118.0,0.94140625,0.954740345478058,HE
69,15821,497.0,826.0,129.0,172.0,0.9296875,0.9538357257843018,HE
70,3340,1477.0,1807.0,61.0,67.0,0.91015625,0.9535359144210817,HE
71,2570,1818.0,1599.0,54.0,73.0,0.92578125,0.9532674551010132,HE
72,8408,1029.0,1817.0,178.0,57.0,0.921875,0.9529398083686828,HE
73,1606,186.0,1165.0,44.0,48.0,0.8984375,0.9520630836486816,HE
74,3220,1052.0,1648.0,53.0,87.0,0.92578125,0.9511825442314148,HE
75,973,1825.0,317.0,28.0,40.0,0.90625,0.9507042169570924,HE
76,1258,1804.0,1808.0,37.0,41.0,0.90625,0.9498069286346436,HE
78,6807,646.0,642.0,109.0,83.0,0.9296875,0.9476619362831116,HE
79,3464,1668.0,1267.0,85.0,59.0,0.890625,0.9474128484725952,HE
