id,area,bbox_y,bbox_x,bbox_h,bbox_w,predicted_iou,stability_score,source
1,1519,403.0,0.0,108.0,23.0,0.98046875,0.9881889820098876,ST
2,175,17.0,308.0,15.0,14.0,0.90625,0.9774011373519896,ST
3,158,484.0,85.0,15.0,14.0,0.8984375,0.9748427867889404,ST
4,231,96.0,491.0,19.0,15.0,0.9296875,0.9743589758872986,ST
5,108,307.0,201.0,11.0,11.0,0.90625,0.9727272987365724,ST
6,1895,338.0,0.0,71.0,61.0,0.95703125,0.9724675416946412,ST
7,130,74.0,385.0,11.0,14.0,0.8984375,0.969465672969818,ST
8,94,213.0,218.0,9.0,11.0,0.8671875,0.9684210419654846,ST
9,408,199.0,476.0,27.0,16.0,0.9296875,0.9665071964263916,ST
10,137,235.0,279.0,13.0,14.0,0.85546875,0.9645389914512634,ST
11,249,304.0,439.0,19.0,16.0,0.91015625,0.9644268751144408,ST
12,658,93.0,26.0,26.0,37.0,0.9375,0.9627976417541504,ST
13,314,169.0,79.0,22.0,15.0,0.8984375,0.959752321243286,ST
14,5016,411.0,9.0,100.0,92.0,0.9609375,0.9595544934272766,ST
15,164,132.0,102.0,13.0,14.0,0.89453125,0.9583333134651184,ST
16,142,173.0,478.0,12.0,13.0,0.91796875,0.9580419659614564,ST
17,138,383.0,427.0,11.0,14.0,0.8671875,0.957446813583374,ST
18,115,21.0,279.0,12.0,10.0,0.8515625,0.9568965435028076,ST
19,150,138.0,427.0,13.0,12.0,0.90234375,0.9548386931419371,ST
20,4419,382.0,16.0,84.0,90.0,0.95703125,0.9548372626304626,ST
21,145,368.0,198.0,12.0,12.0,0.8671875,0.95333331823349,ST
22,320,0.0,280.0,18.0,19.0,0.9296875,0.9516616463661194,ST
23,376,249.0,415.0,20.0,21.0,0.90625,0.9507771730422974,ST
24,314,494.0,155.0,17.0,24.0,0.89453125,0.9506173133850098,ST
25,78,215.0,437.0,9.0,9.0,0.90234375,0.9506173133850098,ST
26,1151,481.0,127.0,30.0,52.0,0.91796875,0.9500423073768616,ST
27,242,0.0,496.0,22.0,15.0,0.890625,0.9477911591529846,ST
28,251,23.0,366.0,16.0,21.0,0.81640625,0.9457364082336426,ST
29,157,157.0,68.0,12.0,14.0,0.859375,0.9444444179534912,ST
30,174,255.0,264.0,14.0,15.0,0.84765625,0.9444444179534912,ST
31,650,245.0,464.0,24.0,34.0,0.91796875,0.9443609118461608,ST
32,390,5.0,426.0,20.0,24.0,0.875,0.942643404006958,ST
