id,area,bbox_y,bbox_x,bbox_h,bbox_w,predicted_iou,stability_score,source
1,177,207.0,69.0,11.0,16.0,0.9375,0.994350254535675,ST
2,18635,0.0,0.0,255.0,126.0,0.98828125,0.9760348796844482,ST
3,499,0.0,458.0,12.0,53.0,0.90234375,0.9644970297813416,ST
4,198,247.0,0.0,8.0,26.0,0.87109375,0.95652174949646,ST
5,1848,0.0,256.0,79.0,26.0,0.94140625,0.9490445852279664,ST
6,23641,0.0,256.0,127.0,255.0,0.9765625,0.9379482865333556,ST
7,1972,0.0,256.0,79.0,44.0,0.9296875,0.9327442049980164,ST
8,875,92.0,479.0,32.0,32.0,0.84375,0.9298245906829834,ST
9,251,50.0,283.0,14.0,19.0,0.8515625,0.9239543676376344,ST
10,1315,946.0,133.0,41.0,40.0,0.92578125,0.987887978553772,HE
11,1558,415.0,1610.0,46.0,42.0,0.94921875,0.9815638661384584,HE
14,8961,0.0,490.0,172.0,99.0,0.93359375,0.955691397190094,HE
17,1838,926.0,0.0,67.0,55.0,0.8203125,0.9483667016029358,HE
18,320315,0.0,731.0,453.0,1142.0,0.9765625,0.9414039850234984,HE
20,2882543,0.0,6.0,1873.0,1863.0,0.98828125,0.9222720265388488,HE
