id,area,bbox_y,bbox_x,bbox_h,bbox_w,predicted_iou,stability_score,source
1,326,337.0,488.0,18.0,22.0,0.9140625,0.9727272987365724,ST
2,667,47.0,0.0,39.0,21.0,0.9453125,0.9675036668777466,ST
3,492,0.0,440.0,33.0,44.0,0.90625,0.9660000205039978,ST
4,11263,432.0,288.0,79.0,223.0,0.96484375,0.9584426879882812,ST
5,162,149.0,116.0,13.0,18.0,0.90234375,0.9575757384300232,ST
6,269,166.0,0.0,20.0,30.0,0.91015625,0.9530686140060424,ST
7,7618,78.0,334.0,99.0,146.0,0.96875,0.9530270099639891,ST
8,392,383.0,0.0,48.0,12.0,0.93359375,0.9498746991157532,ST
9,3429,321.0,377.0,56.0,134.0,0.9375,0.946681797504425,ST
10,6273,355.0,400.0,71.0,111.0,0.953125,0.9463316202163696,ST
11,501,183.0,479.0,29.0,32.0,0.92578125,0.9456310868263244,ST
12,226,256.0,426.0,20.0,20.0,0.8671875,0.943965494632721,ST
13,12125,412.0,1.0,99.0,183.0,0.97265625,0.9436776041984558,ST
14,370,235.0,48.0,19.0,42.0,0.87109375,0.9419525265693665,ST
15,2760,0.0,252.0,94.0,102.0,0.96484375,0.9410934448242188,ST
16,910,0.0,488.0,51.0,23.0,0.875,0.9409237504005432,ST
17,962,29.0,460.0,45.0,51.0,0.9296875,0.9393326640129088,ST
18,964,161.0,58.0,43.0,50.0,0.91015625,0.9369369149208068,ST
19,665,32.0,0.0,35.0,34.0,0.875,0.936046540737152,ST
20,1673,468.0,193.0,43.0,68.0,0.92578125,0.9360230565071106,ST
21,586,272.0,0.0,36.0,29.0,0.88671875,0.9351081252098083,ST
22,147,129.0,38.0,12.0,16.0,0.84375,0.9350649118423462,ST
23,118,340.0,128.0,11.0,18.0,0.84765625,0.9333333373069764,ST
24,303,308.0,459.0,19.0,19.0,0.87109375,0.9329073429107666,ST
25,144,262.0,275.0,9.0,17.0,0.8359375,0.9328858852386476,ST
26,1051,406.0,84.0,35.0,41.0,0.91796875,0.9322344064712524,ST
27,1509,72.0,417.0,87.0,72.0,0.8984375,0.9320203065872192,ST
28,253,229.0,214.0,27.0,24.0,0.875,0.9312977194786072,ST
29,580,0.0,328.0,24.0,58.0,0.91796875,0.928925633430481,ST
30,1132,396.0,223.0,59.0,32.0,0.8828125,0.9269949197769164,ST
31,3358,181.0,307.0,99.0,204.0,0.9296875,0.9269341230392456,ST
32,1713,421.0,0.0,67.0,36.0,0.8671875,0.926884114742279,ST
33,2162,53.0,206.0,80.0,54.0,0.91796875,0.9247454404830932,ST
34,266,209.0,297.0,23.0,17.0,0.8359375,0.9233576655387878,ST
35,132,131.0,0.0,23.0,11.0,0.7265625,0.922535240650177,ST
36,2944,75.0,194.0,136.0,174.0,0.94140625,0.9221459031105042,ST
37,1122,0.0,475.0,51.0,36.0,0.80859375,0.92202228307724,ST
38,616,281.0,448.0,25.0,63.0,0.859375,0.921875,ST
39,737,0.0,433.0,46.0,62.0,0.859375,0.9217731356620787,ST
40,1179,110.0,171.0,91.0,50.0,0.87109375,0.921647846698761,ST
41,7492,0.0,429.0,166.0,82.0,0.90625,0.9214524626731871,ST
42,134,253.0,96.0,12.0,14.0,0.8828125,0.9208633303642272,ST
43,479,0.0,381.0,41.0,57.0,0.8046875,0.9201596975326538,ST
44,245563,0.0,1829.0,766.0,1136.0,0.984375,0.9766961932182312,HE
45,37988,0.0,3152.0,363.0,475.0,0.96875,0.973503589630127,HE
46,32015,363.0,0.0,291.0,155.0,0.953125,0.9705891609191896,HE
47,23455,2505.0,93.0,266.0,293.0,0.96875,0.9704708456993104,HE
48,29758,2681.0,2843.0,214.0,261.0,0.953125,0.9700539112091064,HE
49,6401,2439.0,210.0,175.0,202.0,0.94140625,0.9691928625106812,HE
50,12932,1515.0,2535.0,118.0,179.0,0.92578125,0.9678106904029846,HE
51,30842,2053.0,3265.0,255.0,423.0,0.95703125,0.96731299161911,HE
55,2651,2433.0,1537.0,44.0,84.0,0.921875,0.9622082114219666,HE
56,181751,2490.0,2561.0,395.0,1127.0,0.96875,0.9599918127059937,HE
57,10679,922.0,649.0,124.0,133.0,0.91796875,0.9574663043022156,HE
58,6703,2447.0,1527.0,211.0,254.0,0.9296875,0.9557858109474182,HE
59,225456,1366.0,2255.0,802.0,1433.0,0.97265625,0.9551070928573608,HE
60,7914,2160.0,0.0,167.0,226.0,0.90234375,0.9546969532966614,HE
62,17377,1226.0,0.0,174.0,221.0,0.93359375,0.9542998671531676,HE
64,24539,1517.0,2129.0,259.0,222.0,0.9453125,0.9526554346084596,HE
65,48801,3013.0,590.0,246.0,269.0,0.9609375,0.9525607228279114,HE
